IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.193.65,2052,2052,false,SIN,Asia Pacific,Singapore,38,0.00
47.245.105.224,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
8.218.207.169,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.154.218,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.203.101,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.191.110,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
47.243.206.150,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.174.27,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.222.57,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.70.186,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.110.81,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
47.243.206.150,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.11.90,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.49.246,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.156.6,2083,2083,true,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.221.165,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.169.15,80,80,false,SIN,Asia Pacific,Singapore,38,0.00
47.76.204.76,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.51.171,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.204.128,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.207.60,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.255.224,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.206.150,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.206.150,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.221.165,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.21.65,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.89.245,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.29.115,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.232.148,2082,2082,false,SIN,Asia Pacific,Singapore,39,0.00
8.210.203.7,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.169.63,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.121.207,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.238.35.50,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.146.108,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.237.90,2082,2082,false,SIN,Asia Pacific,Singapore,39,0.00
47.76.32.108,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.178.146,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.212.12.98,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.219.104.37,80,80,false,SIN,Asia Pacific,Singapore,39,0.00
47.243.203.119,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.139.85,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.183.7,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.33.40,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.245.105.224,80,80,false,SIN,Asia Pacific,Singapore,39,0.00
47.242.234.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.136.25,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.227.128,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.228.152,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.207.214,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.159.146,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.222.134.170,2095,2095,false,SIN,Asia Pacific,Singapore,39,0.00
47.76.146.1,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.219.209.14,80,80,false,SIN,Asia Pacific,Singapore,39,0.00
8.218.48.92,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.222.150.197,2095,2095,false,SIN,Asia Pacific,Singapore,39,0.00
8.218.11.90,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.7.162,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.147.230,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.3.24,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.214.139,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.118.216,8880,8880,false,SIN,Asia Pacific,Singapore,39,0.00
47.243.183.127,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.27.217,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.144.48,80,80,false,SIN,Asia Pacific,Singapore,39,0.00
8.222.215.228,8080,8080,false,SIN,Asia Pacific,Singapore,39,0.00
8.219.198.139,2052,2052,false,SIN,Asia Pacific,Singapore,39,0.00
8.218.18.235,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.189.102,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.149.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.244.38,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.222.146.222,8880,8880,false,SIN,Asia Pacific,Singapore,39,0.00
8.219.49.65,80,80,false,SIN,Asia Pacific,Singapore,39,0.00
8.210.156.6,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.222.181.117,2052,2052,false,SIN,Asia Pacific,Singapore,39,0.00
8.210.39.96,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.238.35.50,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.144.196,8080,8080,false,SIN,Asia Pacific,Singapore,39,0.00
8.217.193.25,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.42.171,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.212.41.98,8080,8080,false,SJC,North America,San Jose,39,0.00
47.243.70.186,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.2.181,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.50.252,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.174.118,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.250.222,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.90.180,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.219.107.135,80,80,false,SIN,Asia Pacific,Singapore,39,0.00
47.243.183.127,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.130.95,80,80,false,SIN,Asia Pacific,Singapore,39,0.00
8.219.99.169,2095,2095,false,SIN,Asia Pacific,Singapore,39,0.00
8.218.8.142,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.146.108,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.207.169,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.204.76,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.244.38,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.237.10.1,2095,2095,false,SIN,Asia Pacific,Singapore,39,0.00
8.217.239.116,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.238.0.114,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.238.35.50,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.176.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.238.5.0,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.5.154,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.2.181,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.232.14,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.233.67,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.222.162.45,2086,2086,false,SIN,Asia Pacific,Singapore,39,0.00
47.76.233.67,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.36.78,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.221.165,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.171.94,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.119.11,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.204.76,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.222.57,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.11.90,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.90.180,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.255.224,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.121.207,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.3.24,2053,2053,true,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.174.27,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.219.198.139,80,80,false,SIN,Asia Pacific,Singapore,40,0.00
47.236.167.231,8080,8080,false,SIN,Asia Pacific,Singapore,40,0.00
8.217.49.34,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.211.17,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.29.115,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.65.171,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.202.230,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.225.255,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.32.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.130.95,2086,2086,false,SIN,Asia Pacific,Singapore,40,0.00
47.76.33.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.27.217,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.5.154,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.65.1,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.74.220,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.202.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.255.224,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.170.225,8080,8080,false,SIN,Asia Pacific,Singapore,40,0.00
47.76.33.40,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.66.190,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.222.181.117,2095,2095,false,SIN,Asia Pacific,Singapore,40,0.00
8.218.122.55,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.98.98,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.189.92,8080,8080,false,SIN,Asia Pacific,Singapore,40,0.00
47.243.26.83,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.245.105.224,2086,2086,false,SIN,Asia Pacific,Singapore,40,0.00
8.218.2.181,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.219.111.175,2082,2082,false,SIN,Asia Pacific,Singapore,40,0.00
8.218.243.95,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.21.65,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.33.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.155.238,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.42.171,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.74.220,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.238.40.58,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.204.76,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.121.23,2082,2082,false,SIN,Asia Pacific,Singapore,40,0.00
47.243.169.63,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.243.95,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.1.163,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.180.51,2082,2082,false,SIN,Asia Pacific,Singapore,40,0.00
8.217.72.0,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.123.243,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.174.27,2053,2053,true,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.239.116,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.219.210.57,2052,2052,false,SIN,Asia Pacific,Singapore,40,0.00
47.243.139.85,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.183.7,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.3.24,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.117.48,8080,8080,false,SIN,Asia Pacific,Singapore,40,0.00
47.243.70.186,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.136.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.65.1,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.18.199,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.7.162,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.127.73,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.119.104,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.170.54,8880,8880,false,SIN,Asia Pacific,Singapore,40,0.00
8.219.189.143,2082,2082,false,SIN,Asia Pacific,Singapore,40,0.00
47.243.51.171,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.65.1,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.219.111.147,8880,8880,false,SIN,Asia Pacific,Singapore,40,0.00
47.76.37.57,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.234.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.243.14,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.207.214,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.53.110,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.178.146,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.2.181,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.225.255,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.122.55,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.238.6.102,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.43.213,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.145.40,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.42.171,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.107.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.206.150,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.205.188,2052,2052,false,SIN,Asia Pacific,Singapore,40,0.00
47.243.255.224,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.22.210,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.91.58,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.18.235,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.80.72,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.248.220,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.173.187,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.218.3.12,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.203.119,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.55.134,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.146.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.85.222,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.210.85.222,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.202.230,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.238.214.81,80,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.164.10,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.236.180.24,2052,2052,false,SIN,Asia Pacific,Singapore,40,0.00
8.218.142.253,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.173.187,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.237.95.13,2082,2082,false,SIN,Asia Pacific,Singapore,40,0.00
8.217.91.121,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.242.234.127,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,0.00
8.217.91.121,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.243.91.58,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,0.00
47.76.203.101,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.3.24,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.52.115,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.203.119,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.183.7,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.85.222,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.26.26,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.207.169,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.222.57,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.126.53,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.238.0.114,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.188.129,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.74.220,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.107.148,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.236.166.131,2082,2082,false,SIN,Asia Pacific,Singapore,41,0.00
47.76.29.115,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.236.17.193,2095,2095,false,SIN,Asia Pacific,Singapore,41,0.00
47.243.90.180,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.183.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.100.23,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.192.24,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.159.146,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.222.134.170,2086,2086,false,SIN,Asia Pacific,Singapore,41,0.00
8.219.220.88,8080,8080,false,SIN,Asia Pacific,Singapore,41,0.00
8.218.8.142,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.11.90,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.228.152,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.36.78,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.156.6,2087,2087,true,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.206.150,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.238.40.58,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.236.10.182,80,80,false,SIN,Asia Pacific,Singapore,41,0.00
8.218.63.172,443,443,true,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.49.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.89.245,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.147.230,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.42.153,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.54.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.107.148,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.232.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.66.190,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.67.28,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.146.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.219.235.164,2086,2086,false,SIN,Asia Pacific,Singapore,41,0.00
47.236.149.107,2095,2095,false,SIN,Asia Pacific,Singapore,41,0.00
47.76.33.40,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.155.238,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.181.213,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.53.110,8443,8443,true,HKG,Asia Pacific,Hong Kong,41,0.00
8.212.107.200,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.171.94,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.169.63,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.207.169,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.26.83,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.77.103,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.232.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.219.100.168,2095,2095,false,SIN,Asia Pacific,Singapore,41,0.00
8.217.147.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.121.207,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.143.10,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.26.83,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.213.245,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.236.202.91,2095,2095,false,SIN,Asia Pacific,Singapore,41,0.00
47.76.227.128,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.236.145.85,2082,2082,false,SIN,Asia Pacific,Singapore,41,0.00
47.243.60.150,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.169.63,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.59.216,2087,2087,true,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.222.36,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.222.187.4,8880,8880,false,SIN,Asia Pacific,Singapore,41,0.00
47.242.36.78,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.127.73,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.91.58,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.207.60,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.27.217,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.3.24,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.201.73,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.21.65,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.18.132,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.139.85,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.203.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.222.183.242,80,80,false,SIN,Asia Pacific,Singapore,41,0.00
8.219.1.92,2052,2052,false,SIN,Asia Pacific,Singapore,41,0.00
47.236.237.90,2086,2086,false,SIN,Asia Pacific,Singapore,41,0.00
47.76.227.128,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.18.235,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.146.108,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.85.14,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.245.224,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.232.14,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.210.203.7,2053,2053,true,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.7.162,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.243.42.155,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.242.17.250,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.222.222.64,8880,8880,false,SIN,Asia Pacific,Singapore,41,0.00
8.219.161.129,80,80,false,SIN,Asia Pacific,Singapore,41,0.00
47.242.7.162,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.8.142,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
47.76.26.26,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.193.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.3.198,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.218.8.142,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,0.00
8.217.232.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.21.65,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.222.36,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.76.32.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.26.83,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.76.32.108,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.219.170.232,2052,2052,false,SIN,Asia Pacific,Singapore,42,0.00
47.236.167.231,80,80,false,SIN,Asia Pacific,Singapore,42,0.00
47.242.68.32,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.91.58,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.236.174.206,8080,8080,false,SIN,Asia Pacific,Singapore,42,0.00
47.237.95.140,8080,8080,false,SIN,Asia Pacific,Singapore,42,0.00
8.210.244.38,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.72.0,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.238.249.247,8080,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.1.163,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.244.38,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.154.218,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.76.26.26,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.91.121,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.76.225.255,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.255.224,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.175.109,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
