IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.141.248.249,2053,80,false,AMS,Europe,Amsterdam,210,0.00
34.141.248.249,2086,80,false,AMS,Europe,Amsterdam,210,0.00
34.175.99.73,2052,80,false,MAD,Europe,Madrid,211,0.00
34.145.145.76,443,443,true,IAD,North America,Ashburn,212,0.00
34.175.133.251,2083,80,false,MAD,Europe,Madrid,213,0.00
34.147.101.117,2083,80,false,AMS,Europe,Amsterdam,213,0.00
34.175.95.58,2086,80,false,MAD,Europe,Madrid,213,0.00
35.187.41.171,2083,80,false,CDG,Europe,Paris,214,0.00
34.175.168.99,2082,80,false,MAD,Europe,Madrid,217,0.00
34.74.184.70,80,80,false,ATL,North America,Atlanta,218,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,218,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,218,0.00
34.74.184.70,80,80,false,ATL,North America,Atlanta,218,0.00
34.74.184.70,80,80,false,ATL,North America,Atlanta,219,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,219,0.00
35.231.179.43,80,80,false,ATL,North America,Atlanta,220,0.00
34.90.5.4,443,443,true,FRA,Europe,Frankfurt,222,0.00
35.196.17.46,80,80,false,ATL,North America,Atlanta,225,0.00
34.32.150.218,443,443,true,FRA,Europe,Frankfurt,258,0.00
34.32.234.113,443,443,true,FRA,Europe,Frankfurt,259,0.00
34.32.215.63,443,443,true,FRA,Europe,Frankfurt,259,0.00
34.90.191.243,443,443,true,FRA,Europe,Frankfurt,260,0.00
34.65.82.210,443,443,true,FRA,Europe,Frankfurt,270,0.00
34.154.72.129,443,443,true,FRA,Europe,Frankfurt,273,0.00
34.32.165.33,443,443,true,FRA,Europe,Frankfurt,274,0.00
34.91.26.193,443,443,true,FRA,Europe,Frankfurt,278,0.00
34.65.76.189,443,443,true,FRA,Europe,Frankfurt,280,0.00
34.32.236.173,443,443,true,FRA,Europe,Frankfurt,286,0.00
34.154.106.76,443,443,true,FRA,Europe,Frankfurt,292,0.00
34.147.95.47,443,443,true,FRA,Europe,Frankfurt,311,0.00
34.91.199.198,443,443,true,FRA,Europe,Frankfurt,313,0.00
34.90.118.98,443,443,true,FRA,Europe,Frankfurt,314,0.00
34.118.127.239,443,443,true,FRA,Europe,Frankfurt,337,0.00
34.118.100.60,443,443,true,FRA,Europe,Frankfurt,361,0.00
34.102.111.127,80,80,false,LAX,North America,Los Angeles,380,0.00
